message_id,generation,num_children,audio,chain_id,parent_id,game_name,chain_name,message_name
518,6,1,between-category-game-a/riri/gen-6_V2FgPwj.wav,2,455.0,between-category-game-a,riri,gen-6_V2FgPwj.wav
524,6,1,between-category-game-a/riri/gen-6_dmedWJJ.wav,2,498.0,between-category-game-a,riri,gen-6_dmedWJJ.wav
371,6,0,between-category-game-a/riri/gen-6_e7lpFQY.wav,2,125.0,between-category-game-a,riri,gen-6_e7lpFQY.wav
330,6,0,between-category-game-a/riri/gen-6_e8LR3sl.wav,2,316.0,between-category-game-a,riri,gen-6_e8LR3sl.wav
480,6,1,between-category-game-a/riri/gen-6_krH5RC9.wav,2,137.0,between-category-game-a,riri,gen-6_krH5RC9.wav
419,6,1,between-category-game-a/riri/gen-6_mxO8chC.wav,2,328.0,between-category-game-a,riri,gen-6_mxO8chC.wav
389,6,0,between-category-game-a/riri/gen-6_oXcugLW.wav,2,282.0,between-category-game-a,riri,gen-6_oXcugLW.wav
436,6,1,between-category-game-a/riri/gen-6_ot5M3U1.wav,2,404.0,between-category-game-a,riri,gen-6_ot5M3U1.wav
426,6,1,between-category-game-a/riri/gen-6_xVyOQyr.wav,2,130.0,between-category-game-a,riri,gen-6_xVyOQyr.wav
308,7,0,between-category-game-a/riri/gen-7.wav,2,101.0,between-category-game-a,riri,gen-7.wav
505,7,1,between-category-game-a/riri/gen-7_2XAhenh.wav,2,371.0,between-category-game-a,riri,gen-7_2XAhenh.wav
529,7,1,between-category-game-a/riri/gen-7_7UXF4iS.wav,2,502.0,between-category-game-a,riri,gen-7_7UXF4iS.wav
385,7,0,between-category-game-a/riri/gen-7_RSjFh6y.wav,2,330.0,between-category-game-a,riri,gen-7_RSjFh6y.wav
379,7,1,between-category-game-a/riri/gen-7_VzuzEG1.wav,2,363.0,between-category-game-a,riri,gen-7_VzuzEG1.wav
427,7,1,between-category-game-a/riri/gen-7_dc5tiQo.wav,2,389.0,between-category-game-a,riri,gen-7_dc5tiQo.wav
334,7,1,between-category-game-a/riri/gen-7_mHhPK75.wav,2,300.0,between-category-game-a,riri,gen-7_mHhPK75.wav
350,8,0,between-category-game-a/riri/gen-8.wav,2,308.0,between-category-game-a,riri,gen-8.wav
413,8,1,between-category-game-a/riri/gen-8_xZcSemF.wav,2,385.0,between-category-game-a,riri,gen-8_xZcSemF.wav
451,9,0,between-category-game-a/riri/gen-9.wav,2,350.0,between-category-game-a,riri,gen-9.wav
2,0,0,between-category-game-a/riri/seed.wav,2,,between-category-game-a,riri,seed.wav
11,1,0,between-category-game-a/splish/gen-1.wav,3,3.0,between-category-game-a,splish,gen-1.wav
418,10,0,between-category-game-a/splish/gen-10.wav,3,403.0,between-category-game-a,splish,gen-10.wav
525,10,1,between-category-game-a/splish/gen-10_2SSsbTg.wav,3,516.0,between-category-game-a,splish,gen-10_2SSsbTg.wav
454,11,0,between-category-game-a/splish/gen-11.wav,3,418.0,between-category-game-a,splish,gen-11.wav
501,12,1,between-category-game-a/splish/gen-12.wav,3,454.0,between-category-game-a,splish,gen-12.wav
25,1,0,between-category-game-a/splish/gen-1_EFXXXbO.wav,3,3.0,between-category-game-a,splish,gen-1_EFXXXbO.wav
36,1,0,between-category-game-a/splish/gen-1_QAumeur.wav,3,3.0,between-category-game-a,splish,gen-1_QAumeur.wav
45,1,0,between-category-game-a/splish/gen-1_aL6VC5v.wav,3,3.0,between-category-game-a,splish,gen-1_aL6VC5v.wav
20,1,0,between-category-game-a/splish/gen-1_h5Xg0cS.wav,3,3.0,between-category-game-a,splish,gen-1_h5Xg0cS.wav
52,1,0,between-category-game-a/splish/gen-1_hlBB4vd.wav,3,3.0,between-category-game-a,splish,gen-1_hlBB4vd.wav
14,1,0,between-category-game-a/splish/gen-1_n6u5au0.wav,3,3.0,between-category-game-a,splish,gen-1_n6u5au0.wav
88,1,0,between-category-game-a/splish/gen-1_qLeKBfD.wav,3,3.0,between-category-game-a,splish,gen-1_qLeKBfD.wav
19,2,0,between-category-game-a/splish/gen-2.wav,3,14.0,between-category-game-a,splish,gen-2.wav
61,2,0,between-category-game-a/splish/gen-2_1vtUGlN.wav,3,52.0,between-category-game-a,splish,gen-2_1vtUGlN.wav
127,2,0,between-category-game-a/splish/gen-2_F5iyNtV.wav,3,45.0,between-category-game-a,splish,gen-2_F5iyNtV.wav
28,2,0,between-category-game-a/splish/gen-2_KohLXp8.wav,3,20.0,between-category-game-a,splish,gen-2_KohLXp8.wav
79,2,0,between-category-game-a/splish/gen-2_PhFTvbq.wav,3,11.0,between-category-game-a,splish,gen-2_PhFTvbq.wav
49,2,0,between-category-game-a/splish/gen-2_XfuVBNY.wav,3,20.0,between-category-game-a,splish,gen-2_XfuVBNY.wav
109,2,0,between-category-game-a/splish/gen-2_Yn48UQz.wav,3,36.0,between-category-game-a,splish,gen-2_Yn48UQz.wav
122,2,0,between-category-game-a/splish/gen-2_aWQbtKN.wav,3,11.0,between-category-game-a,splish,gen-2_aWQbtKN.wav
40,2,0,between-category-game-a/splish/gen-2_jxUKTad.wav,3,25.0,between-category-game-a,splish,gen-2_jxUKTad.wav
